result_type	original_text	perturbed_text	original_output	perturbed_output
Successful	it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .	the same film has all of these talents, all of which robert gave up in one film, and eugene Levy, Emma Meara, Eugene Levy, and Robert Veljohnson, to do so.	0	1
Successful	a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight .	a comedy that ridicules the absurdities of the hero of the film is rare among the recent Irans films.	1	0
Successful	while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer	"there's nothing intrinsically funny about Mr. anthony hopson's saying, ""Get in the car, bitch."""	1	0
Successful	if your taste runs to ` difficult ' films you absolutely ca n't miss it .	"if you want to watch the films ""very difficult"" movies, you don't have to."	1	0
Successful	the film 's tone and pacing are off almost from the get-go .	the film's tone and pacing are almost immediately.	0	1
Failed	the cold turkey would 've been a far better title .	the cold turkey would 've been a far better title .	0	0
Failed	it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem .	it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem .	0	0
Failed	two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to the form comes away exhilarated .	two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to the form comes away exhilarated .	1	1
Successful	hit and miss as far as the comedy goes and a big ole ' miss in the way of story .	the whole comedy, and even the story, as far as comedy goes, and the joke.	0	1
Successful	mcconaughey 's fun to watch , the dragons are okay , not much fire in the script .	the dragons are good, but the script is a little dangerous.	1	0
Failed	a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama .	a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama .	1	1
Failed	looks and feels like a project better suited for the small screen .	looks and feels like a project better suited for the small screen .	0	0
Successful	inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat .	there's a decent moral, but the tension that keeps you in the theater is not what you want to see.	1	0
Failed	its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ?	its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ?	0	0
Failed	the best film about baseball to hit theaters since field of dreams .	the best film about baseball to hit theaters since field of dreams .	1	1
Failed	the vitality of the actors keeps the intensity of the film high , even as the strafings blend together .	the vitality of the actors keeps the intensity of the film high , even as the strafings blend together .	1	1
Failed	the film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine	the film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine	1	1
Failed	there are simply too many ideas floating around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them .	there are simply too many ideas floating around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them .	0	0
Failed	overall very good for what it 's trying to do .	overall very good for what it 's trying to do .	1	1
Successful	it haunts , horrifies , startles and fascinates ; it is impossible to look away .	it's scary, distressing, terrifying, terrified, starting to freak out.	1	0
Failed	sacrifices the value of its wealth of archival foot-age with its less-than-objective stance .	sacrifices the value of its wealth of archival foot-age with its less-than-objective stance .	0	0
Successful	it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff .	it's a demonstration of talent, but not nearly enough and not without his patience to show up.	0	1
Failed	escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie .	escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie .	1	1
Failed	the most compelling wiseman epic of recent years .	the most compelling wiseman epic of recent years .	1	1
Successful	sam mendes has become valedictorian at the school for soft landings and easy ways out .	Sam Mendes became a proctor at the school for soft landing and easy exit.	0	1
